age,workclass,educational_num,marital_status,capital_gain,capital_loss,num_visits_store_last_year,native_country,is_weekend,educational,buy_the_new_product
31,Private,12,Husband,0,0,40,United-States,0,Assoc-admn,0
33,Private,9,Unmarried,0,0,40,Philippines,0,HS-grad,0
65,Local-gov,9,Unmarried,0,0,40,United-States,0,HS-grad,0
18,Private,9,Own-child,0,0,35,United-States,0,HS-grad,0
23,State-gov,13,Husband,0,0,60,United-States,0,Bachelor,0
22,Private,9,Husband,0,0,50,United-States,0,HS-grad,0
61,Local-gov,9,Husband,0,0,15,United-States,0,HS-grad,0
40,Private,11,Husband,0,0,40,United-States,0,Assoc-voc,0
51,Private,10,Unmarried,0,0,40,United-States,0,Some-college,0
25,Private,9,Own-child,0,0,40,United-States,0,HS-grad,0
63,Local-gov,13,Unmarried,0,0,35,Philippines,0,Bachelor,0
17,Private,7,Not-in-family,0,0,20,United-States,0,11th,0
54,Self-emp-not-inc,14,Not-in-family,0,0,20,United-States,0,Masters,0
45,Local-gov,12,Unmarried,0,0,47,United-States,0,Assoc-admn,0
28,State-gov,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
24,Private,10,Not-in-family,0,0,40,United-States,0,Some-college,0
70,Private,13,Not-in-family,0,0,30,United-States,0,Bachelor,0
46,Private,16,Husband,0,0,40,United-States,1,Doctorate,1
51,Local-gov,5,Not-in-family,0,0,45,Cuba,0,9th,0
58,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
71,?,9,Wife,1173,0,18,United-States,0,HS-grad,0
26,Private,13,Not-in-family,0,0,37,United-States,0,Bachelor,0
38,Private,10,Husband,3103,0,40,United-States,1,Some-college,1
40,Private,6,Husband,0,0,40,?,0, 10th,0
45,Private,9,Husband,0,0,50,United-States,0,HS-grad,0
43,Private,10,Husband,0,0,40,United-States,1,Some-college,1
55,Self-emp-not-inc,13,Husband,0,0,50,United-States,0,Bachelor,0
38,Private,7,Unmarried,0,0,40,United-States,0,11th,0
26,?,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
19,Private,9,Husband,3781,0,40,United-States,0,HS-grad,0
66,Private,13,Not-in-family,0,0,40,United-States,0,Bachelor,0
34,Private,13,Not-in-family,0,0,50,United-States,0,Bachelor,0
35,Private,7,Not-in-family,0,0,40,United-States,0,11th,0
47,?,9,Unmarried,0,0,40,United-States,0,HS-grad,0
34,Private,13,Husband,0,0,48,United-States,1,Bachelor,1
55,Private,10,Husband,0,1977,35,United-States,1,Some-college,1
43,Federal-gov,11,Unmarried,0,1726,40,United-States,0,Assoc-voc,0
66,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
42,Private,13,Husband,0,0,45,United-States,1,Bachelor,1
55,Self-emp-inc,13,Husband,0,2415,50,United-States,1,Bachelor,1
43,Private,13,Husband,5178,0,40,United-States,1,Bachelor,1
33,Private,6,Unmarried,0,0,40,United-States,0, 10th,0
18,Private,9,Own-child,0,0,40,?,0,HS-grad,0
50,Private,10,Not-in-family,0,0,40,United-States,0,Some-college,0
38,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
46,Private,9,Husband,0,0,46,United-States,0,HS-grad,0
38,Private,13,Husband,0,0,45,United-States,0,Bachelor,1
45,Self-emp-not-inc,11,Husband,0,0,35,United-States,0,Assoc-voc,0
30,Private,6,Husband,0,0,45,United-States,1, 10th,0
56,Private,14,Husband,0,0,50,United-States,1,Masters,1
29,Private,10,Husband,0,2415,40,Puerto-Rico,1,Some-college,1
34,Private,9,Unmarried,0,0,50,United-States,0,HS-grad,0
58,Local-gov,10,Other-relative,0,0,25,United-States,0,Some-college,0
47,Local-gov,13,Wife,7688,0,40,United-States,1,Bachelor,1
62,Private,13,Husband,0,0,40,United-States,0,Bachelor,0
24,Private,9,Own-child,0,0,40,United-States,0,HS-grad,0
49,Private,9,Unmarried,0,0,40,United-States,1,HS-grad,0
40,Federal-gov,9,Husband,7298,0,50,United-States,1,HS-grad,1
17,Private,7,Own-child,0,0,14,Philippines,0,11th,0
36,Private,10,Husband,0,0,45,United-States,0,Some-college,0
73,Private,9,Not-in-family,0,0,7,United-States,0,HS-grad,0
26,State-gov,13,Not-in-family,0,0,20,United-States,0,Bachelor,0
63,Private,10,Husband,0,0,10,United-States,0,Some-college,0
21,Local-gov,9,Not-in-family,0,0,22,United-States,0,HS-grad,0
49,Self-emp-not-inc,7,Unmarried,0,0,40,?,0,11th,0
20,Private,9,Unmarried,0,0,45,United-States,0,HS-grad,0
40,Private,9,Husband,0,0,40,United-States,0,HS-grad,0
36,Private,10,Not-in-family,0,0,50,United-States,0,Some-college,0
55,Federal-gov,9,Unmarried,0,0,40,United-States,0,HS-grad,0
39,Private,13,Husband,0,0,45,United-States,1,Bachelor,1
40,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
18,Private,6,Own-child,0,0,40,United-States,0, 10th,0
42,Private,9,Husband,0,0,60,United-States,0,HS-grad,0
49,Private,10,Unmarried,0,0,40,United-States,1,Some-college,0
26,Private,10,Other-relative,0,0,35,Philippines,1,Some-college,0
18,Private,10,Own-child,0,0,23,United-States,0,Some-college,0
57,Private,12,Other-relative,0,0,40,United-States,0,Assoc-admn,0
35,Self-emp-not-inc,9,Unmarried,0,0,40,United-States,0,HS-grad,0
21,Private,6,Not-in-family,0,0,50,United-States,0, 10th,0
43,Private,7,Not-in-family,0,0,80,United-States,0,11th,0
32,Private,13,Not-in-family,0,0,40,United-States,0,Bachelor,0
23,Private,10,Not-in-family,0,0,30,United-States,0,Some-college,0
59,Private,9,Unmarried,0,0,40,United-States,1,HS-grad,0
50,Private,13,Husband,0,1887,36,United-States,1,Bachelor,1
47,Local-gov,9,Husband,0,0,20,United-States,1,HS-grad,1
36,Private,9,Unmarried,0,0,40,United-States,0,HS-grad,0
35,State-gov,13,Wife,0,0,40,Philippines,1,Bachelor,1
24,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
22,Private,9,Own-child,0,0,40,United-States,0,HS-grad,0
67,Self-emp-not-inc,13,Not-in-family,0,0,30,United-States,0,Bachelor,0
44,Local-gov,10,Husband,0,0,40,United-States,0,Some-college,0
34,Private,6,Husband,0,0,80,United-States,0, 10th,0
24,Private,10,Not-in-family,0,0,40,United-States,0,Some-college,0
68,?,9,Husband,0,0,8,United-States,1,HS-grad,1
46,Local-gov,13,Not-in-family,0,0,40,United-States,0,Bachelor,0
41,Private,9,Own-child,2597,0,40,United-States,0,HS-grad,0
66,Private,9,Husband,0,0,34,United-States,0,HS-grad,0
21,Private,9,Wife,0,0,38,United-States,0,HS-grad,0
25,Private,7,Own-child,0,0,35,India,0,11th,0
31,Private,2,Other-relative,0,0,40,El-Salvador,0,1st-4th,0
51,State-gov,14,Husband,0,0,40,United-States,1,Masters,1
33,Private,16,Husband,0,0,45,United-States,1,Doctorate,1
24,Private,13,Not-in-family,0,0,20,United-States,1,Bachelor,0
31,Federal-gov,12,Own-child,0,0,40,United-States,0,Assoc-admn,0
31,Private,13,Husband,0,1977,45,United-States,1,Bachelor,1
54,Private,9,Husband,0,0,40,Portugal,0,HS-grad,0
49,Self-emp-not-inc,9,Husband,0,0,35,United-States,0,HS-grad,0
59,Private,9,Other-relative,0,0,35,United-States,0,HS-grad,0
76,Self-emp-not-inc,4,Husband,0,0,28,United-States,0,7th - 8th,0
32,Private,16,Not-in-family,0,0,40,United-States,0,Doctorate,1
47,Self-emp-not-inc,9,Unmarried,0,0,35,United-States,0,HS-grad,0
70,Self-emp-inc,13,Husband,0,0,15,United-States,0,Bachelor,0
41,Private,11,Husband,0,0,40,United-States,1,Assoc-voc,1
46,Private,9,Husband,0,0,40,Italy,0,HS-grad,0
36,State-gov,9,Other-relative,0,0,40,United-States,0,HS-grad,0
23,?,10,Not-in-family,0,0,40,United-States,0,Some-college,0
44,Private,13,Wife,0,0,45,United-States,1,Bachelor,1
32,Self-emp-not-inc,9,Unmarried,0,0,40,Iran,0,HS-grad,0
47,Private,13,Not-in-family,99999,0,40,United-States,1,Bachelor,1
56,Private,9,Unmarried,0,0,40,Canada,0,HS-grad,0
38,Private,12,Husband,0,0,56,United-States,1,Assoc-admn,1
74,Private,9,Not-in-family,0,0,28,United-States,0,HS-grad,0
19,Private,10,Not-in-family,0,0,20,United-States,0,Some-college,0
74,Private,9,Husband,2653,0,12,United-States,0,HS-grad,0
22,?,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
32,Private,9,Other-relative,0,0,40,Mexico,0,HS-grad,0
31,Private,8,Husband,0,0,55,United-States,0,12th,0
24,Private,13,Husband,0,0,40,United-States,0,Bachelor,0
46,Private,13,Not-in-family,0,0,40,Canada,1,Bachelor,1
27,Private,9,Husband,0,0,40,United-States,0,HS-grad,0
56,Private,13,Husband,0,1902,55,United-States,1,Bachelor,1
40,Private,13,Wife,0,0,20,United-States,0,Bachelor,0
67,State-gov,9,Husband,3456,0,35,United-States,0,HS-grad,0
45,Self-emp-not-inc,9,Husband,0,0,45,South,0,HS-grad,0
36,Federal-gov,13,Not-in-family,0,0,40,United-States,0,Bachelor,0
47,Private,14,Unmarried,0,0,40,United-States,1,Masters,1
61,Private,13,Husband,7688,0,40,United-States,1,Bachelor,1
50,Private,9,Husband,3103,0,40,United-States,1,HS-grad,1
43,Private,10,Unmarried,0,0,40,United-States,0,Some-college,0
69,Private,13,Husband,10605,0,50,United-States,1,Bachelor,1
32,Private,13,Not-in-family,0,0,50,United-States,0,Bachelor,0
38,Self-emp-not-inc,13,Not-in-family,0,0,30,?,0,Bachelor,0
45,Private,10,Unmarried,0,0,40,United-States,0,Some-college,0
32,Private,3,Husband,0,0,48,United-States,0,5th-6th,0
51,Federal-gov,9,Unmarried,0,1980,40,United-States,0,HS-grad,0
38,Self-emp-inc,9,Husband,0,0,50,United-States,1,HS-grad,1
36,Private,15,Husband,0,0,55,United-States,1,Prof-school,1
42,Private,14,Husband,0,0,40,United-States,1,Masters,1
24,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
50,Private,14,Wife,0,0,38,United-States,0,Masters,0
36,Private,12,Not-in-family,0,0,40,United-States,1,Assoc-admn,1
31,Private,10,Unmarried,0,0,55,United-States,1,Some-college,1
33,Private,10,Wife,0,0,40,United-States,0,Some-college,0
37,Private,4,Husband,7298,0,35,Haiti,1,7th - 8th,1
26,Private,10,Own-child,0,0,40,United-States,0,Some-college,0
43,Self-emp-not-inc,9,Husband,0,0,99,United-States,0,HS-grad,0
46,Private,10,Husband,0,0,40,United-States,0,Some-college,0
22,Private,9,Own-child,0,0,40,United-States,0,HS-grad,0
45,Private,14,Not-in-family,0,2258,55,United-States,0,Masters,0
17,Private,7,Own-child,0,0,15,Guatemala,0,11th,0
23,Private,10,Own-child,0,0,25,Canada,0,Some-college,0
36,Private,13,Husband,0,0,40,Iran,1,Bachelor,1
47,Private,10,Husband,0,0,40,United-States,0,Some-college,0
29,Private,14,Not-in-family,0,0,45,United-States,0,Masters,0
39,Private,15,Not-in-family,0,0,45,United-States,1,Prof-school,1
33,Private,11,Not-in-family,0,0,25,United-States,0,Assoc-voc,0
30,Private,11,Wife,0,0,52,United-States,1,Assoc-voc,0
22,Private,13,Not-in-family,0,0,20,United-States,0,Bachelor,0
18,?,8,Own-child,0,0,7,United-States,0,12th,0
28,Private,10,Not-in-family,0,0,40,United-States,0,Some-college,0
40,Private,9,Wife,4064,0,12,United-States,0,HS-grad,0
29,Private,13,Husband,0,0,40,United-States,1,Bachelor,1
28,Private,10,Not-in-family,0,0,40,United-States,0,Some-college,0
23,Private,10,Own-child,0,0,30,United-States,0,Some-college,0
45,Private,6,Husband,0,0,40,United-States,0, 10th,0
48,Local-gov,14,Unmarried,0,0,44,United-States,0,Masters,0
47,Private,9,Wife,0,0,40,United-States,1,HS-grad,1
48,Self-emp-not-inc,15,Husband,0,0,20,United-States,0,Prof-school,0
25,Private,13,Wife,0,1887,40,United-States,1,Bachelor,1
63,Private,10,Husband,0,0,35,United-States,1,Some-college,1
42,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
33,Private,13,Husband,0,0,50,United-States,1,Bachelor,1
30,Private,9,Own-child,0,0,40,United-States,0,HS-grad,0
45,Self-emp-inc,14,Husband,0,1902,40,Hong,1,Masters,1
24,Private,11,Wife,0,0,40,United-States,0,Assoc-voc,0
34,Private,7,Not-in-family,0,0,30,United-States,0,11th,0
27,Private,13,Own-child,0,0,40,United-States,0,Bachelor,0
31,Private,9,Unmarried,0,3770,37,Puerto-Rico,0,HS-grad,0
44,Local-gov,13,Husband,0,0,56,United-States,0,Bachelor,0
27,Private,10,Not-in-family,0,0,50,United-States,0,Some-college,0
62,?,11,Not-in-family,0,0,10,United-States,0,Assoc-voc,0
28,Private,9,Unmarried,0,0,35,United-States,0,HS-grad,0
40,Local-gov,13,Husband,0,2051,30,United-States,0,Bachelor,0
42,Private,13,Husband,0,0,70,United-States,1,Bachelor,1
24,Private,13,Own-child,0,0,15,United-States,0,Bachelor,0
56,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
27,Private,9,Not-in-family,0,0,40,?,0,HS-grad,0
43,Private,10,Unmarried,0,0,55,United-States,0,Some-college,0
56,Private,9,Other-relative,0,0,40,United-States,0,HS-grad,0
20,Private,10,Not-in-family,0,0,60,United-States,0,Some-college,0
52,Private,9,Husband,0,0,55,United-States,0,HS-grad,0
50,Private,12,Husband,0,0,40,Canada,1,Assoc-admn,1
29,Private,10,Not-in-family,0,0,40,United-States,0,Some-college,0
23,Private,10,Not-in-family,0,0,50,United-States,0,Some-college,0
32,Private,11,Husband,0,0,40,United-States,1,Assoc-voc,1
27,?,13,Husband,0,0,30,United-States,0,Bachelor,0
23,Private,10,Own-child,0,0,40,United-States,0,Some-college,0
28,Private,13,Not-in-family,0,0,40,United-States,1,Bachelor,0
32,Private,9,Not-in-family,0,0,48,United-States,0,HS-grad,0
19,Private,10,Own-child,0,0,20,United-States,0,Some-college,0
34,Local-gov,10,Husband,0,0,40,United-States,0,Some-college,0
23,State-gov,9,Husband,0,0,38,United-States,0,HS-grad,0
49,Private,6,Not-in-family,0,0,32,United-States,0, 10th,0
17,Private,8,Own-child,0,0,10,?,0,12th,0
39,Private,13,Not-in-family,0,0,40,United-States,1,Bachelor,1
32,Private,11,Unmarried,0,1380,40,United-States,0,Assoc-voc,0
30,Private,9,Unmarried,0,0,40,United-States,0,HS-grad,0
25,Private,13,Not-in-family,0,0,30,United-States,0,Bachelor,0
76,?,13,Other-relative,0,0,32,China,0,Bachelor,0
62,Private,4,Husband,0,0,40,United-States,0,7th - 8th,0
61,Private,13,Husband,0,0,20,United-States,1,Bachelor,0
33,Private,9,Unmarried,0,0,72,United-States,0,HS-grad,0
50,Private,11,Husband,0,0,46,United-States,1,Assoc-voc,1
43,Private,9,Husband,0,0,40,United-States,1,HS-grad,1
27,Private,9,Husband,0,0,39,United-States,0,HS-grad,0
67,Private,7,Husband,0,0,9,United-States,1,11th,1
27,State-gov,14,Husband,0,0,20,China,0,Masters,0
33,Federal-gov,13,Not-in-family,0,1408,50,United-States,0,Bachelor,0
35,Private,9,Unmarried,0,0,30,United-States,0,HS-grad,0
20,Private,10,Unmarried,0,0,2,United-States,0,Some-college,0
26,Private,13,Own-child,0,0,15,United-States,0,Bachelor,0
45,Self-emp-not-inc,10,Husband,0,0,60,United-States,0,Some-college,0
23,Private,3,Wife,0,0,40,Mexico,0,5th-6th,0
48,Private,14,Not-in-family,0,0,50,United-States,0,Masters,0
28,Local-gov,14,Wife,0,1485,40,United-States,1,Masters,1
40,Private,14,Husband,0,0,40,China,0,Masters,0
62,Private,14,Husband,15024,0,40,United-States,1,Masters,1
52,Self-emp-not-inc,10,Unmarried,0,0,30,United-States,0,Some-college,0
50,Private,10,Husband,0,0,60,United-States,1,Some-college,1
43,Private,9,Other-relative,0,0,20,United-States,0,HS-grad,0
44,Private,14,Not-in-family,0,0,40,United-States,0,Masters,0
25,Private,13,Not-in-family,0,1564,30,United-States,1,Bachelor,1
23,State-gov,10,Not-in-family,0,0,30,United-States,0,Some-college,0
39,Private,9,Unmarried,0,0,40,United-States,0,HS-grad,0
26,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
40,Private,11,Husband,0,0,40,United-States,0,Assoc-voc,0
23,Private,10,Unmarried,0,0,20,United-States,0,Some-college,0
22,Local-gov,13,Own-child,0,0,35,United-States,0,Bachelor,0
35,Private,13,Husband,0,0,50,Japan,1,Bachelor,1
52,Private,14,Husband,99999,0,40,United-States,1,Masters,1
37,Private,12,Other-relative,5178,0,38,United-States,1,Assoc-admn,1
25,Private,10,Not-in-family,0,0,45,United-States,1,Some-college,0
27,Private,13,Not-in-family,0,0,40,Philippines,0,Bachelor,0
51,State-gov,10,Not-in-family,0,0,40,United-States,0,Some-college,0
18,State-gov,10,Not-in-family,0,0,16,United-States,0,Some-college,0
26,Private,9,Own-child,0,0,50,United-States,0,HS-grad,0
21,?,10,Own-child,0,0,40,United-States,0,Some-college,0
42,Private,9,Husband,0,0,40,United-States,1,HS-grad,1
64,Private,13,Husband,0,1902,50,United-States,1,Bachelor,1
34,State-gov,9,Own-child,0,0,40,United-States,0,HS-grad,0
70,Self-emp-inc,13,Husband,0,0,40,United-States,0,Bachelor,0
27,Private,11,Not-in-family,0,0,35,United-States,0,Assoc-voc,0
52,State-gov,10,Husband,0,0,45,United-States,0,Some-college,0
25,Private,9,Not-in-family,0,0,45,United-States,0,HS-grad,0
33,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
18,Private,7,Own-child,0,0,15,United-States,0,11th,0
51,Self-emp-not-inc,9,Husband,0,0,50,United-States,0,HS-grad,0
35,Private,9,Unmarried,0,0,20,United-States,0,HS-grad,0
61,Private,13,Not-in-family,0,0,30,South,0,Bachelor,0
41,Federal-gov,10,Husband,0,0,40,United-States,0,Some-college,0
40,Self-emp-not-inc,11,Husband,0,0,72,United-States,1,Assoc-voc,1
24,State-gov,9,Wife,0,0,40,United-States,1,HS-grad,0
29,Private,10,Not-in-family,0,0,35,United-States,0,Some-college,0
24,?,9,Not-in-family,0,0,25,United-States,0,HS-grad,0
18,Private,7,Own-child,0,0,15,United-States,0,11th,0
60,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
35,?,7,Husband,0,2603,40,United-States,0,11th,0
28,Private,10,Unmarried,0,0,40,United-States,0,Some-college,0
26,Local-gov,7,Other-relative,0,0,50,United-States,0,11th,0
41,Self-emp-not-inc,9,Husband,99999,0,40,United-States,1,HS-grad,1
52,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
45,Self-emp-inc,13,Husband,15024,0,40,United-States,1,Bachelor,1
26,Self-emp-not-inc,13,Own-child,0,0,30,United-States,1,Bachelor,0
48,Private,10,Not-in-family,0,0,40,United-States,1,Some-college,1
18,?,10,Own-child,0,0,30,United-States,0,Some-college,0
47,Private,9,Unmarried,0,0,35,Puerto-Rico,0,HS-grad,0
22,Private,5,Not-in-family,0,0,40,United-States,0,9th,0
35,Private,10,Unmarried,0,0,40,Philippines,0,Some-college,0
38,Private,9,Husband,0,0,75,United-States,1,HS-grad,1
19,?,10,Own-child,0,0,30,United-States,0,Some-college,0
34,Local-gov,10,Husband,0,0,40,United-States,0,Some-college,0
39,Private,12,Unmarried,0,0,40,United-States,1,Assoc-admn,1
49,?,9,Husband,7688,0,50,United-States,1,HS-grad,1
38,Private,10,Husband,0,0,40,Iran,0,Some-college,0
25,Private,13,Not-in-family,0,0,10,United-States,0,Bachelor,0
23,Private,13,Own-child,0,0,40,Canada,0,Bachelor,0
48,Private,13,Not-in-family,0,0,45,United-States,0,Bachelor,0
62,Private,14,Husband,0,0,40,China,1,Masters,1
27,Private,9,Own-child,0,0,20,United-States,0,HS-grad,0
24,Private,10,Husband,0,0,50,United-States,0,Some-college,0
23,?,13,Not-in-family,0,0,50,United-States,0,Bachelor,0
59,Private,13,Not-in-family,0,0,45,United-States,0,Bachelor,0
55,Private,9,Unmarried,0,0,40,Mexico,0,HS-grad,0
48,Private,6,Husband,0,0,40,United-States,0, 10th,0
61,Self-emp-not-inc,10,Husband,0,0,40,United-States,0,Some-college,0
43,Self-emp-not-inc,10,Not-in-family,0,0,14,United-States,0,Some-college,0
46,Local-gov,9,Unmarried,0,0,40,United-States,0,HS-grad,0
34,Private,9,Unmarried,0,0,35,United-States,0,HS-grad,0
32,Private,9,Husband,0,0,50,United-States,1,HS-grad,0
51,?,9,Husband,0,0,99,United-States,0,HS-grad,0
26,Private,9,Husband,0,0,30,United-States,0,HS-grad,0
39,Private,6,Not-in-family,0,0,40,Columbia,0, 10th,0
50,Private,9,Husband,0,1887,55,United-States,1,HS-grad,1
51,Self-emp-not-inc,9,Husband,0,0,40,United-States,0,HS-grad,0
43,Self-emp-inc,10,Husband,0,0,40,United-States,0,Some-college,0
30,Private,13,Not-in-family,0,0,40,United-States,0,Bachelor,0
44,Local-gov,13,Husband,0,1902,40,United-States,0,Bachelor,1
40,Private,9,Own-child,0,0,30,United-States,0,HS-grad,0
41,Private,14,Husband,0,1902,40,United-States,1,Masters,1
48,Private,9,Unmarried,0,0,20,United-States,0,HS-grad,0
57,State-gov,9,Husband,0,0,40,United-States,1,HS-grad,1
21,Private,11,Own-child,0,0,40,United-States,0,Assoc-voc,0
27,Private,10,Unmarried,0,0,30,United-States,0,Some-college,0
27,Private,10,Unmarried,0,0,10,United-States,0,Some-college,0
31,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
23,Private,9,Husband,0,0,50,United-States,1,HS-grad,0
45,Private,10,Not-in-family,13550,0,60,India,1,Some-college,1
61,Local-gov,9,Husband,0,0,24,?,0,HS-grad,0
32,Private,10,Husband,0,0,40,United-States,0,Some-college,0
42,Private,9,Not-in-family,0,0,43,United-States,1,HS-grad,1
41,Private,9,Husband,0,0,50,United-States,0,HS-grad,0
60,Private,9,Unmarried,0,0,99,United-States,0,HS-grad,0
28,Private,10,Own-child,0,0,42,United-States,0,Some-college,0
49,Private,12,Own-child,0,0,38,United-States,0,Assoc-admn,0
23,Private,11,Husband,0,1887,40,United-States,1,Assoc-voc,1
30,Private,13,Not-in-family,0,0,40,United-States,0,Bachelor,0
28,Private,11,Husband,0,0,50,United-States,0,Assoc-voc,0
27,State-gov,9,Husband,0,0,60,United-States,0,HS-grad,0
26,Private,14,Not-in-family,0,0,60,United-States,0,Masters,0
40,State-gov,14,Not-in-family,0,0,80,United-States,0,Masters,0
30,State-gov,13,Husband,0,0,37,United-States,1,Bachelor,1
42,Private,13,Husband,0,0,50,United-States,1,Bachelor,1
72,Self-emp-not-inc,9,Husband,4931,0,70,United-States,0,HS-grad,0
30,Private,10,Not-in-family,0,0,40,United-States,0,Some-college,0
51,Private,11,Not-in-family,6849,0,40,United-States,0,Assoc-voc,0
24,Private,14,Own-child,4787,0,60,United-States,1,Masters,1
43,Private,9,Other-relative,0,0,40,United-States,0,HS-grad,0
53,Private,10,Husband,0,0,50,United-States,1,Some-college,1
45,Private,10,Unmarried,0,0,64,United-States,0,Some-college,0
21,Private,10,Own-child,0,0,40,United-States,0,Some-college,0
36,Private,13,Not-in-family,0,0,40,Germany,0,Bachelor,0
34,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
25,Private,7,Not-in-family,0,0,40,United-States,0,11th,0
57,State-gov,9,Husband,0,0,40,United-States,0,HS-grad,0
46,Federal-gov,14,Other-relative,15024,0,40,United-States,1,Masters,1
30,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
31,Private,13,Not-in-family,0,0,40,United-States,0,Bachelor,0
42,Private,13,Husband,0,0,40,United-States,0,Bachelor,0
48,Private,9,Husband,0,0,40,United-States,1,HS-grad,1
42,Private,10,Not-in-family,3325,0,40,United-States,1,Some-college,0
57,Private,9,Not-in-family,4650,0,40,United-States,0,HS-grad,0
45,Local-gov,14,Husband,0,0,40,United-States,1,Masters,1
27,Private,13,Not-in-family,0,2258,55,United-States,0,Bachelor,0
41,Private,7,Not-in-family,0,0,20,United-States,0,11th,0
44,Private,10,Husband,0,0,40,United-States,0,Some-college,1
39,State-gov,10,Husband,0,0,40,United-States,0,Some-college,0
18,Private,10,Own-child,0,0,25,United-States,0,Some-college,0
31,Private,12,Husband,0,0,40,United-States,1,Assoc-admn,0
24,Private,9,Unmarried,0,0,50,United-States,0,HS-grad,0
19,Private,10,Own-child,0,0,30,United-States,0,Some-college,0
54,Private,9,Own-child,2174,0,40,United-States,0,HS-grad,0
47,Private,10,Unmarried,0,0,40,United-States,0,Some-college,0
17,Private,8,Own-child,0,0,12,United-States,0,12th,0
39,State-gov,14,Husband,0,0,48,China,0,Masters,0
24,Private,9,Own-child,0,0,40,United-States,0,HS-grad,0
20,Private,10,Not-in-family,0,0,40,United-States,0,Some-college,0
25,Private,9,Husband,0,0,40,United-States,1,HS-grad,1
39,Local-gov,13,Not-in-family,0,0,44,United-States,1,Bachelor,1
20,Private,10,Own-child,0,0,40,United-States,0,Some-college,0
44,Private,14,Husband,0,0,40,United-States,0,Masters,0
23,Private,12,Own-child,0,0,20,Iran,0,Assoc-admn,0
24,Private,8,Not-in-family,0,0,40,United-States,0,12th,0
53,Private,9,Husband,0,0,40,United-States,1,HS-grad,1
24,Self-emp-not-inc,13,Other-relative,0,0,20,United-States,1,Bachelor,1
45,Federal-gov,10,Unmarried,0,0,40,United-States,0,Some-college,0
55,Private,10,Husband,0,0,74,United-States,1,Some-college,1
21,Private,10,Own-child,0,0,20,United-States,0,Some-college,0
64,Self-emp-not-inc,14,Husband,0,0,40,United-States,0,Masters,0
36,Private,13,Wife,0,0,20,United-States,0,Bachelor,0
55,Local-gov,10,Not-in-family,0,0,55,United-States,1,Some-college,1
21,Private,10,Own-child,4416,0,24,United-States,0,Some-college,0
17,Local-gov,7,Own-child,0,0,7,United-States,0,11th,0
27,Private,10,Own-child,0,0,40,United-States,0,Some-college,0
25,Private,11,Not-in-family,0,0,40,United-States,0,Assoc-voc,0
38,Private,10,Wife,0,0,35,United-States,1,Some-college,1
33,?,9,Unmarried,0,0,48,United-States,0,HS-grad,0
52,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
22,Private,9,Not-in-family,0,0,30,United-States,0,HS-grad,0
37,Private,14,Husband,15024,0,60,United-States,1,Masters,1
37,Private,10,Husband,15024,0,45,United-States,1,Some-college,1
65,Self-emp-not-inc,14,Husband,0,0,39,United-States,1,Masters,1
28,Private,13,Own-child,0,0,40,United-States,0,Bachelor,0
32,Self-emp-not-inc,13,Husband,0,0,50,United-States,1,Bachelor,1
53,Self-emp-not-inc,13,Husband,0,0,35,Vietnam,0,Bachelor,0
32,Private,6,Not-in-family,0,0,50,United-States,1, 10th,0
45,Private,11,Husband,0,0,40,United-States,1,Assoc-voc,1
49,Private,4,Husband,0,0,40,?,1,7th - 8th,0
34,Local-gov,13,Wife,0,0,50,United-States,0,Bachelor,0
39,Private,9,Wife,0,0,40,United-States,0,HS-grad,0
43,Private,10,Unmarried,0,0,40,United-States,0,Some-college,0
45,?,9,Husband,0,0,12,United-States,0,HS-grad,0
35,Private,10,Own-child,0,0,40,United-States,0,Some-college,0
41,Self-emp-inc,16,Husband,0,0,40,Taiwan,1,Doctorate,1
62,Self-emp-not-inc,14,Not-in-family,0,0,20,United-States,0,Masters,0
45,Private,9,Husband,0,0,40,United-States,0,HS-grad,0
35,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
34,Private,10,Husband,0,0,40,United-States,0,Some-college,0
40,Private,15,Husband,0,0,60,United-States,1,Prof-school,1
17,Private,6,Own-child,0,0,15,United-States,0, 10th,0
18,Private,9,Own-child,0,0,40,United-States,0,HS-grad,0
27,Private,9,Unmarried,0,0,40,United-States,0,HS-grad,0
